sku_canonical,description,price,sku,currency,unit,from_quantity
30LY300,ABRAZADERA PARA TUBO D50,4.5066,30LY300,EUR,UN,0.0
30LY600,RACOR REDUC.CON. 1  - 1/2 M-M,14.86975,30LY600,EUR,UN,0.0
30LZ600,BOMBA DOSIFIC.NEUMATICA 6 L/H,168.80464999999998,30LZ600,EUR,UN,0.0
30MA600,ADHESIVO PULSADOR MARCHA,3.7250499999999995,30MA600,EUR,UN,0.0
30MB400,TUBO POLIURETANO AZUL 8X6/ 400,2.0604499999999994,30MB400,EUR,UN,0.0
30MB500,CONTADOR AGUA 6  M3/H 1X1L IMP,212.45979999999997,30MB500,EUR,UN,0.0
30MC000,SOPORTE INTERRUPTOR,15.03215,30MC000,EUR,UN,0.0
30MC400,"CARRIL 1,00 M.",107.57984999999998,30MC400,EUR,UN,0.0
30MC700,"TE 90°F130 2"" TOMA PRESOSTATO",73.86155,30MC700,EUR,UN,0.0
30MD300,CABLE CONEXIÓN PROGRAMADOR-PLACA CONTROL,81.72779999999999,30MD300,EUR,UN,0.0
30MD400,PLACA BUS CAN,122.92664999999998,30MD400,EUR,UN,0.0
30MD500,PLACA BUS 485 OPTOACOPLADO,137.72535,30MD500,EUR,UN,0.0
30MD600,ELECTROBOMBA 15  KW 20/40BAR,6217.617,30MD600,EUR,UN,0.0
30MD800,VALVULA SEGURIDAD ANTIHIELO,102.32215,30MD800,EUR,UN,0.0
30MG500,"TUERCA R-3/4"" INOX",9.175599999999998,30MG500,EUR,UN,0.0
30MJ100,EMBALAJE PORTICO,587.75605,30MJ100,EUR,UN,0.0
30MJ700,ROTULA RECTA 1/2' M-H INOX,59.23539999999999,30MJ700,EUR,UN,0.0
30MJ800,SEPARADOR M5-M5 H-H L= 26 RD25,11.9973,30MJ800,EUR,UN,0.0
30MK000,"ADHESIVO LIMITACION ALTO 2,5M",23.172449999999998,30MK000,EUR,UN,0.0
30ML100I,TORNILLO ISO 7380 M 8X25-INOX,0.23345,30ML100I,EUR,UN,0.0
30MM000,CADENA SOPORTE MANGUERAS,78.99744999999999,30MM000,EUR,UN,0.0
30MM300,CORREA DENTADA T10X25X3280,46.35505,30MM300,EUR,UN,0.0
30MN100,CAJA DE MANDOS ASPIRADOR,315.462,30MN100,EUR,UN,0.0
30MN700,FILTRO DE AGUA 3/4 LATON,65.01074999999999,30MN700,EUR,UN,0.0
30MP000,JUNTA CAUCHO ADHES. 15X 2X1335,9.53085,30MP000,EUR,UN,0.0
30MP600,"CARRIL 3,00 M.",253.34399999999997,30MP600,EUR,UN,0.0
30MS100,CONECTOR 20 P S7,41.05675,30MS100,EUR,UN,0.0
30MS700,UNIDAD CENTRAL S7-313C,1795.266,30MS700,EUR,UN,0.0
30MS800,PROCESADOR COMUNICACION CP3432,1366.0478999999998,30MS800,EUR,UN,0.0
30MT400,"VALVULA DE SEGUR.7BAR 1/2""M-H",19.112449999999995,30MT400,EUR,UN,0.0
30MT500,"RACOR MANGUERA D 8-1/2""M LATON",2.6085499999999997,30MT500,EUR,UN,0.0
30MU200,"CONTERA INTERIOR 30X30X1,5 NE.",0.21314999999999998,30MU200,EUR,UN,0.0
30MU400,CALEFACTOR  1 KW,292.7925,30MU400,EUR,UN,0.0
30MV1AM5,TEJA POLIETILENO LINK FEEL D920X200 AM5,80.8346,30MV1AM5,EUR,UN,0.0
30MV1AZ2,TEJA POLIETILENO LINK FEEL D920X200 AZ2,80.8346,30MV1AZ2,EUR,UN,0.0
30MV1AZ3,TEJA POLIETILENO LINK FEEL D920X200 AZ3,80.8346,30MV1AZ3,EUR,UN,0.0
30MV1AZJ,TEJA POLIETILENO LINK FEEL D920X200 AZJ,80.8346,30MV1AZJ,EUR,UN,0.0
30MV1AZL,TEJA POLIETILENO LINK FEEL D920X200 AZL,80.8346,30MV1AZL,EUR,UN,0.0
30MV1BL1,TEJA POLIETILENO LINK FEEL D920X200 BL1,80.8346,30MV1BL1,EUR,UN,0.0
30MV1GR1,TEJA POLIETILENO LINK FEEL D920X200 GR1,80.8346,30MV1GR1,EUR,UN,0.0
30MV1GR7,TEJA POLIETILENO LINK FEEL D920X200 GR7,80.8346,30MV1GR7,EUR,UN,0.0
30MV1NA1,TEJA POLIETILENO LINK FEEL D920X200 NA1,80.8346,30MV1NA1,EUR,UN,0.0
30MV1NE1,TEJA POLIETILENO LINK FEEL D920X200 NE1,80.8346,30MV1NE1,EUR,UN,0.0
30MV1RO6,TEJA POLIETILENO LINK FEEL D920X200 RO6,80.8346,30MV1RO6,EUR,UN,0.0
30MV1VE1,TEJA POLIETILENO LINK FEEL D920X200 VE1,80.8346,30MV1VE1,EUR,UN,0.0
30MV1VE2,TEJA POLIETILENO LINK FEEL D920X200 VE2,80.8346,30MV1VE2,EUR,UN,0.0
30MW000,BRIDA SOPORTE CAJON,107.15354999999998,30MW000,EUR,UN,0.0
30MW900,"TUBO FLEXIBLE 3/4""M-H L= 400MM",21.629649999999998,30MW900,EUR,UN,0.0
30MX100,MIRILLA DISPLAY,10.80975,30MX100,EUR,UN,0.0
30MY000,VALVULA DE ASPIRACION 12/8,56.32235,30MY000,EUR,UN,0.0
30NC200,MODULO 16E/16S S7,759.6855,30NC200,EUR,UN,0.0
30NC700,SOPORTE ELECTROBOMBA,107.69149999999999,30NC700,EUR,UN,0.0
30NE100,SOPORTE DETECTOR,16.331349999999997,30NE100,EUR,UN,0.0
30NE500I,PITON ROSCA.DIN913 M10X50 INOX,0.8322999999999998,30NE500I,EUR,UN,0.0
30NE700I,TORNILLO DIN 933 M 8X140-INOX,1.2281499999999999,30NE700I,EUR,UN,0.0
30NG800,BOMBA VACIO 1.5/1.75KW 50/60HZ,674.6400499999999,30NG800,EUR,UN,0.0
30NH100,CONO DE ADMISION,10.850349999999999,30NH100,EUR,UN,0.0
30NH300,BRIDA SOPORTE MOTOR,51.2778,30NH300,EUR,UN,0.0
30NH400,"MOTOR 2,5KW 3000 RPM 230/400V",387.03979999999996,30NH400,EUR,UN,0.0
30NH500,"MOTOR 2,5KW 3000 RPM 230/400V",393.32264999999995,30NH500,EUR,UN,0.0
30NH900,TUERCA M10 SOLDABLE INOX,2.46645,30NH900,EUR,UN,0.0
30NJ800,CABLE CONEXION CON CONECTORES,81.31164999999999,30NJ800,EUR,UN,0.0
30NK000A,REPUESTO PLACA S7 PUENTES M+ ESPAÑOL,1560.6233999999997,30NK000A,EUR,UN,0.0
30NK000C,REPUESTO PLACA S7 PUENTES M+ FRANCÉS,1560.6233999999997,30NK000C,EUR,UN,0.0
30NK000E,REPUESTO PLACA S7 PUENTES M+ ITALIANO,1560.6233999999997,30NK000E,EUR,UN,0.0
30NK0FA,PLACA TECLADO-DISPLAY S7,1612.8552999999997,30NK0FA,EUR,UN,0.0
30NK100,"RACOR RECTO NYLON D32-1 1/4""H",5.592649999999999,30NK100,EUR,UN,0.0
30NM500,PASADOR DE CENTRAJE,1.06575,30NM500,EUR,UN,0.0
30NM600,PROTECTOR MONEDERO,4.658849999999999,30NM600,EUR,UN,0.0
30NN000,"CARRIL 2,64 M",279.50055,30NN000,EUR,UN,0.0
30NQ100,"RACOR EN TE KR 3/8"" M-H-M",7.561749999999999,30NQ100,EUR,UN,0.0
30NQ200,"VALVULA DE REGULACION 3/8"" H-H",26.3291,30NQ200,EUR,UN,0.0
30NR000,EJE DE TRANSMISION,352.73279999999994,30NR000,EUR,UN,0.0
30NR300,ADHESIVO ASPIRADOR,27.770399999999995,30NR300,EUR,UN,0.0
30NR700,TAPA LAVADO BAJOS,449.65514999999994,30NR700,EUR,UN,0.0
30NR800,COLECTOR,332.03695,30NR800,EUR,UN,0.0
30NR900,TUBERIA LAVA-BAJOS,200.62489999999997,30NR900,EUR,UN,0.0
30NS600,ENLACE PVC 1 1/4'H-M,8.7899,30NS600,EUR,UN,0.0
30NU300I,TUERCA BAJA DIN 439 M 6-INOX,0.21314999999999998,30NU300I,EUR,UN,0.0
30NV300,DOSIFICADOR CERA,345.09999999999997,30NV300,EUR,UN,0.0
30NX000,DOSIFICADOR ESPUMA,442.7836,30NX000,EUR,UN,0.0
30NZ0990AA,PROG. ESTANDAR GEN. 4HWPS71500,179.2529585,30NZ0990AA,EUR,UN,0.0
30NZ200,PROTECTOR POLVO,64.17032999999999,30NZ200,EUR,UN,0.0
30PA000,REDUCTOR R.40:1 BRIDA B14 D120,770.76055,30PA000,EUR,UN,0.0
30PA600I,TORNILLO DIN 7985 M 4X 8 INOX,0.21314999999999998,30PA600I,EUR,UN,0.0
30PB500,"VALVULA ASIENTO INCLINADO 1""",179.3925,30PB500,EUR,UN,0.0
30PB600,PROTECTOR DETECTOR,5.044549999999999,30PB600,EUR,UN,0.0
30PB700,EJE SOPORTE PROTECTOR,5.08515,30PB700,EUR,UN,0.0
30PB800,EJE,0.5277999999999999,30PB800,EUR,UN,0.0
30PB900,ARMARIO FOTOCELULAS LAVABAJOS,1010.6253499999999,30PB900,EUR,UN,0.0
30PC000,PUERTA ARMARIO,213.40374999999997,30PC000,EUR,UN,0.0
30PE100,SOPORTE AUXILIAR FOTOCELULA,233.45,30PE100,EUR,UN,0.0
30PE200,TAPA SOPORTE,34.39835,30PE200,EUR,UN,0.0
30PH300,ELEMENTO DE UNION,3.3291999999999993,30PH300,EUR,UN,0.0
30PH700,CANDADO PROGRAMABLE,44.7615,30PH700,EUR,UN,0.0
30PH800I,TORNILLO DIN 7991 M 5X 6 INOX.,0.21314999999999998,30PH800I,EUR,UN,0.0
30PJ100,MONTAJE LAVADO DE BAJOS,2957.4359499999996,30PJ100,EUR,UN,0.0
30PJ300,SOPORTE AUXILIAR EMISOR,392.73395,30PJ300,EUR,UN,0.0
30PJ400,SOPORTE AUXILIAR RECEPTOR,409.35965,30PJ400,EUR,UN,0.0
30PK200,RECEPTOR FOTOELECTRICO (B 1),74.71414999999999,30PK200,EUR,UN,0.0
30PK300,EMISOR FOTOELECTRICO (B 2),67.193,30PK300,EUR,UN,0.0
30PK400,RECEPTOR FOTOELECTRICO (B 2),76.01334999999999,30PK400,EUR,UN,0.0
30PK600,CAJA CARTON 2600X80X710 ANAGR.,69.54008599999999,30PK600,EUR,UN,0.0
30PL000I,"ARANDELA AC. 8,5X 40  X2  INOX",1.4209999999999998,30PL000I,EUR,UN,0.0
30PL700,PROTECTOR DE SEGURIDAD,65.03105,30PL700,EUR,UN,0.0
30PM900,TUBO CONTENEDOR,518.8883,30PM900,EUR,UN,0.0
30PN000,TAPON CONTENEDOR,70.24814999999998,30PN000,EUR,UN,0.0
30PP400,RELE CONTROL DOSIFICADORAS,162.52179999999998,30PP400,EUR,UN,0.0
30PR500,SOPORTE INTERRUPTOR,11.185299999999998,30PR500,EUR,UN,0.0
30PT000,ADHESIVO MIRILLA DISPLAY,6.79035,30PT000,EUR,UN,0.0
30PX000,ARANDELA ALUMINIO 13  X40X6,2.0685000000000002,30PX000,EUR,UN,0.0
30PX800,"DISTRIBUIDOR 3/4"" 4 VALVULAS",1059.2336999999998,30PX800,EUR,UN,0.0
30PX900,TUBERIAS SECTOR ANTERIOR,335.79245,30PX900,EUR,UN,0.0
30PY000,TUBERIAS SECTOR POSTERIOR,336.11724999999996,30PY000,EUR,UN,0.0
30PY200,BOQUILLA 1/8 INOX.  3-5.8,28.3997,30PY200,EUR,UN,0.0
30PY400,TUBO LAVA-BAJOS SECTORES,35.94114999999999,30PY400,EUR,UN,0.0
30PY500,"TUBO R.1/2""- 358 AL",17.569649999999996,30PY500,EUR,UN,0.0
30PZ000,"TUBO FLEXIBLE 3/4""H-H L= 600MM",26.004299999999997,30PZ000,EUR,UN,0.0
30PZ100,"TUBO FLEXIBLE 3/4""H-H L=2070MM",69.7508,30PZ100,EUR,UN,0.0
30PZ200,"TUBO FLEXIBLE 3/4""H-H L=3000MM",100.7692,30PZ200,EUR,UN,0.0
30PZ300,"TUBO FLEXIBLE 3/4""H-H L=4260MM",143.08454999999998,30PZ300,EUR,UN,0.0
30PZ400,GRECAS FRONTAL EXTRAIBLE DER.,150.69705,30PZ400,EUR,UN,0.0
30PZ500,GRECAS FRONTAL EXTRAIBLE IZQ.,156.57389999999998,30PZ500,EUR,UN,0.0
30QA500,CAJA TERMINAL MURAL,751.3943499999999,30QA500,EUR,UN,0.0
30QB600I,"TORNILLO DIN 7971 4,2X 9,5INOX",0.21314999999999998,30QB600I,EUR,UN,0.0
30QD800,CAJA,79.5963,30QD800,EUR,UN,0.0
30QE000,BLOQUE DE BORNES X 1,29.912049999999997,30QE000,EUR,UN,0.0
30QF600,MANGUITO ASPIRAD.MANGUERA D38,2.3345,30QF600,EUR,UN,0.0
30QF900,SOPORTE ESTRANGULADOR CAUDAL,13.672049999999999,30QF900,EUR,UN,0.0
30QG300,MACHON PVC   2',5.08515,30QG300,EUR,UN,0.0
30QG400,MACHON PVC REDUC.2'-1 1/4' M-M,4.191949999999999,30QG400,EUR,UN,0.0
30QG800,VALVULA DE COMPUERTA   1' H-H,32.591649999999994,30QG800,EUR,UN,0.0
30QH300,RACOR REDUCCION  3/4 -1/2 M-H,11.286799999999998,30QH300,EUR,UN,0.0
30QH800,"LATIGUILLO R.R.3/8"" L=  1350 MM",65.56899999999999,30QH800,EUR,UN,0.0
30QJ500,PLACA 6 PULSADORES,117.86179999999999,30QJ500,EUR,UN,0.0
30QJ600,CABLE PLANO CON TERMINALES,14.372399999999999,30QJ600,EUR,UN,0.0
30QJ700,ADHESIVO PANEL MANDOS,49.15644999999999,30QJ700,EUR,UN,0.0
30QK800,REJILLA CUBIERTA,50.415049999999994,30QK800,EUR,UN,0.0
30QK900,TUERCA NYLON 1,1.61385,30QK900,EUR,UN,0.0
30QL100,"ADHESIVO LIMITACION ANCHO 2,35",24.441199999999995,30QL100,EUR,UN,0.0
30QL600I,"TORNILLO DIN 7971 3,5X9,5 INOX",0.21314999999999998,30QL600I,EUR,UN,0.0
30QM600,MANGUERA ELECTRICA (M 4),59.418099999999995,30QM600,EUR,UN,0.0
30QM700,CORREA DENTADA T10X25X3600,50.29324999999999,30QM700,EUR,UN,0.0
30QM800,BARRA DE TRANSMISION,939.9479999999999,30QM800,EUR,UN,0.0
30QM900,BARRA DE TRANSMISION,581.03675,30QM900,EUR,UN,0.0
30QN000,GUIA CARROS,344.52144999999996,30QN000,EUR,UN,0.0
30QR000,PLACA CARACTERISTICAS,3.4306999999999994,30QR000,EUR,UN,0.0
30QR200,ARANDELA GOMA 4 X 18 X4,0.21314999999999998,30QR200,EUR,UN,0.0
30QR300I,"ARANDELA AC. 4,5X 16  X2 INOX",1.2281499999999999,30QR300I,EUR,UN,0.0
30QT200,"TUBO FLEXIBLE  1"" M-H L=1000MM",42.06159999999999,30QT200,EUR,UN,0.0
30QT900,"BOQUILLA 1/4 INOX. 3-0,39-90º",31.891299999999998,30QT900,EUR,UN,0.0
30QW000,CONJUNTO MANGUERA AGUA,93.85704999999999,30QW000,EUR,UN,0.0
30QZ000,"RACOR CODO ENCH.ORIENT. 8-3/8""",13.875049999999998,30QZ000,EUR,UN,0.0
30QZ900,DOSIFICADOR R.Q. LLANTAS,1144.58505,30QZ900,EUR,UN,0.0
30RC200,PERFIL PROTECCION,3.3799499999999996,30RC200,EUR,UN,0.0
30RC400,JUNTA CAUCHO,0.21314999999999998,30RC400,EUR,UN,0.0
30RC500,BASE AMORTIGUADOR,0.7307999999999999,30RC500,EUR,UN,0.0
30RD800,RELE ESTATICO  24V CC 1X2A,41.371399999999994,30RD800,EUR,UN,0.0
30RG500,RACOR EN Y ENCHUFABLE D8,5.6636999999999995,30RG500,EUR,UN,0.0
30RG800,"RACOR EN CRUZ 1/2"" H-H-H-H",13.69235,30RG800,EUR,UN,0.0
30RH000,DISTRIBUIDOR,47.32945,30RH000,EUR,UN,0.0
30RH500,REJILLA VENTILACION EXTERIOR,29.12035,30RH500,EUR,UN,0.0
30RK600,RACOR REDUCCION 1/8 -3/8  H-H,2.1111999999999997,30RK600,EUR,UN,0.0
30RK702,VISUALIZADOR+CD (BELN),821.3988999999999,30RK702,EUR,UN,0.0
30RK703,VISUALIZADOR+CD (BRTV),716.9553999999999,30RK703,EUR,UN,0.0
30RK704,VISUALIZADOR+CD (BXWU),731.2973499999999,30RK704,EUR,UN,0.0
30RK705,VISUALIZADOR+CD (BFPY),716.9655499999999,30RK705,EUR,UN,0.0
30RK800,"MOTOR  3,8KW 3000 RPM 230/400V",475.66959999999995,30RK800,EUR,UN,0.0
30RL300,REFUERZO BASE,136.7814,30RL300,EUR,UN,0.0
30RM400,RELE ESTATICO 24V CC 1X4A,34.256249999999994,30RM400,EUR,UN,0.0
30RM600,TAPON M20 PLASTICO,0.8322999999999998,30RM600,EUR,UN,0.0
30RM900,DOSIFICADOR CHAMPU,443.6970999999999,30RM900,EUR,UN,0.0
30RQ600I,TORNILLO DIN 7985 M 5X20 INOX,0.21314999999999998,30RQ600I,EUR,UN,0.0
30RQ900,TUBO POLIURETANO AZUL 8X6/ 225,1.3600999999999999,30RQ900,EUR,UN,0.0
30RR500,TAPA PEDESTAL,160.23805,30RR500,EUR,UN,0.0
30RR700,TAPA PEDESTAL TERMINAL PAGO,310.91479999999996,30RR700,EUR,UN,0.0
30RR800,"LATIGUILLO R.R.3/4"" L=  500 MM",98.66814999999998,30RR800,EUR,UN,0.0
30RR900,ESCUDO DE SEGURIDAD,105.63104999999999,30RR900,EUR,UN,0.0
30RS000,ARCO SOPORTE ESCUDO,63.295399999999994,30RS000,EUR,UN,0.0
30RS100,SOPORTE DETECTOR,54.43445,30RS100,EUR,UN,0.0
30RS300,TOBERA SUPERIOR,1630.8918499999997,30RS300,EUR,UN,0.0
30RS600I,"TORNILLO DIN 7981 4,8X16  INOX",0.21314999999999998,30RS600I,EUR,UN,0.0
30RS800,"ELECTROVALVULA  3/4""-24V A.P.",628.1530499999999,30RS800,EUR,UN,0.0
30RT000,"VALVULA SEGURIDAD 1/4"" 22 BAR",96.6077,30RT000,EUR,UN,0.0
30RT100,"RACOR ADAPTADOR 3/4""-1/2"" M-M",37.76815,30RT100,EUR,UN,0.0
30RT900,SOPORTE INTERRUPTOR,19.142899999999997,30RT900,EUR,UN,0.0
30RU000,CABLE COMUNICACION CPU-PLACA,86.30545,30RU000,EUR,UN,0.0
30RV400,SOPORTE FILTRO,47.41065,30RV400,EUR,UN,0.0
30RV900,RODILLOS GUIA,715.1182499999999,30RV900,EUR,UN,0.0
30RX000,SOPORTE FOTOCELULA,12.362699999999998,30RX000,EUR,UN,0.0
30SB100,MANGUERA ELECTRICA (Y 1-H),21.812349999999995,30SB100,EUR,UN,0.0
30SC300,CANAL CON TAPA 80.30X 240 MM,9.9064,30SC300,EUR,UN,0.0
30SD500,JUNTA DE CIERRE 1 MM ESP.,5.876849999999999,30SD500,EUR,UN,0.0
30SE100,"PERFIL DE GOMA ""U""12X8X  55 MM",2.8825999999999996,30SE100,EUR,UN,0.0
30SE500,TARJETA CHIP SIN LOGO,257.63745,30SE500,EUR,UN,0.0
30SE500A,TARJETAS CHIP ISTOBAL,257.63745,30SE500A,EUR,UN,0.0
30SE600,TARJETA PROXIMIDAD SIN LOGO,4.770499999999999,30SE600,EUR,UN,0.0
30SE600A,TARJETAS PROXIMIDAD ISTO,243.59999999999997,30SE600A,EUR,UN,0.0
30SF200,ACOPLE BOQUILLA,1.3804,30SF200,EUR,UN,0.0
30SF300,ACOPLE GIRATORIO MANGUERA D38,1.75595,30SF300,EUR,UN,0.0
30SF400,ACOPLAMIENTO MANGUERA D38,2.28375,30SF400,EUR,UN,0.0
30SF600,ANCLAJE TAPA DEPOSITO,3.4814499999999997,30SF600,EUR,UN,0.0
30SG300,CONECTOR MANGUERA,3.8366999999999996,30SG300,EUR,UN,0.0
30SG400,"MANGUERA ASPIRACION  5,6 M",35.85995,30SG400,EUR,UN,0.0
30SG500,"MANGUERA ASPIRACION  5,6 M",50.484,30SG500,EUR,UN,0.0
30SG600,ACOPLAMIENTO MANGUERA D50,6.008799999999999,30SG600,EUR,UN,0.0
30SH100,PERFIL DE SEGURIDAD 2000 MM,674.3457,30SH100,EUR,UN,0.0
30SH600,"ARANDELA AC. 5  X 17,5X2  INOX",2.0401499999999997,30SH600,EUR,UN,0.0
30SH800I,REMACHE D4.8 X 10.8 INOX. C-ABOM,0.21314999999999998,30SH800I,EUR,UN,0.0
30SH900I,REMACHE D4.8 X 14 INOX. C-ABOM,0.36539999999999995,30SH900I,EUR,UN,0.0
30SJ000,TIRANTE ESCUDOS,52.122,30SJ000,EUR,UN,0.0
30SJ100,TUBO POLIURETANO AZUL 8X6/ 300,1.6239999999999999,30SJ100,EUR,UN,0.0
30SJ200,TUERCA M 5 SOLDABLE INOX,0.7510999999999999,30SJ200,EUR,UN,0.0
30SJ400,EJE DE TRANSMISION,590.4661,30SJ400,EUR,UN,0.0
30SK700,PERFIL DESLIZANTE,70.0959,30SK700,EUR,UN,0.0
30SK800,PLETINA DESLIZANTE,15.164099999999998,30SK800,EUR,UN,0.0
30SL400I,"TORNILLO DIN 7981 4,2X19  INOX",0.21314999999999998,30SL400I,EUR,UN,0.0
30SN000,AIREADOR DEPOSITO,384.91845,30SN000,EUR,UN,0.0
30SN400,INTERRUPTOR TRIPOLAR +N+PE 80A,122.6925,30SN400,EUR,UN,0.0
30SQ200,CUERDA NYLON TRENZADA 6X8000MM,6.2895,30SQ200,EUR,UN,0.0
30SS600,EJE TAPA ABATIBLE,10.830049999999998,30SS600,EUR,UN,0.0
30TA800,ADHESIVO ASPIRADOR,48.253099999999996,30TA800,EUR,UN,0.0
30TG100,MANGUERA ELECTRICA (W 2-G),88.4268,30TG100,EUR,UN,0.0
30TG200,SONDA DE TEMPERATURA,20.81765,30TG200,EUR,UN,0.0
30TG300,TERMOSTATO 2 SALIDAS 24V AC/DC,141.73459999999997,30TG300,EUR,UN,0.0
30TG400,TERMOSTATO DIGITAL CON CAJA,445.72709999999995,30TG400,EUR,UN,0.0
30TG700,TAPON M12 PLASTICO,0.30449999999999994,30TG700,EUR,UN,0.0
30TG900,MOTOR 4 KW 1500 RPM 230/400V,712.8751,30TG900,EUR,UN,0.0
30TK100,PERFIL SOPORTE DETECCION,45.715599999999995,30TK100,EUR,UN,0.0
30TK900,SOPORTE AMORTIGUADOR D40X20M10,1.8690000000000002,30TK900,EUR,UN,0.0
30TL000,RAILES GALV.P/M4 A M12+ Y M18+,1681.3373499999998,30TL000,EUR,UN,0.0
30TL027,RAILES GALV.P/M4 A M12+ Y M18+,1817.2357,30TL027,EUR,UN,0.0
30TL300,RESORTE DE COMPRESION,0.39585,30TL300,EUR,UN,0.0
30TN400,UNION CAJA,44.63969999999999,30TN400,EUR,UN,0.0
30TN700,"VENTURI 1 1/2""",280.45464999999996,30TN700,EUR,UN,0.0
30TN900,RACOR MANGUERA D30-1 M,2.9840999999999998,30TN900,EUR,UN,0.0
30TP000,ENLACE PVC MIXTO D50-1 1/2 H-H,9.277099999999999,30TP000,EUR,UN,0.0
30TP400,TECLADO AUTOSERVICIO,199.17344999999997,30TP400,EUR,UN,0.0
30TQ900,TRANSFORMADOR SEC.24V 250VA UL,170.08354999999997,30TQ900,EUR,UN,0.0
30TU100,"MOTOR  3,8KW 3000 RPM 230/400V",479.9224499999999,30TU100,EUR,UN,0.0
30TX000,CONJUNTO MANGUERA AGUA,127.17949999999999,30TX000,EUR,UN,0.0
30TY200,TUBERIA ROCIADO SUPERIOR,104.0984,30TY200,EUR,UN,0.0
30TZ000,CONJUNTO PUERTA ARMARIO,280.4445,30TZ000,EUR,UN,0.0
30TZ200,PROYECTOR ACODADO,6.3336,30TZ200,EUR,UN,0.0
30UA100,"ELECTROVALVULA 1/4"" 3/2-24V CC",172.01205,30UA100,EUR,UN,0.0
30UD400,MANGUERA AGUA D 8X14/ 500,9.7846,30UD400,EUR,UN,0.0
30UE800,SOPORTE BOQUILLA CON CONECTOR,10.058649999999998,30UE800,EUR,UN,0.0
30UE900,CAZOLETA DE BLOQUEO,4.790799999999999,30UE900,EUR,UN,0.0
30UH300,SOPORTE FOTOCELULAS,108.70649999999998,30UH300,EUR,UN,0.0
30UH400,SOPORTE FOTOCELULAS,108.70649999999998,30UH400,EUR,UN,0.0
30UH500,TAPA SOPORTE,56.434,30UH500,EUR,UN,0.0
30UH700,"TUBO FLEXIBLE 1/2""H-H L= 255MM",10.657499999999999,30UH700,EUR,UN,0.0
30UJ200,"RACOR MANGUERA D19-1/2""M INOX",29.313199999999995,30UJ200,EUR,UN,0.0
30UK400,ABRAZADERA NYLON D20.5,1.47175,30UK400,EUR,UN,0.0
30UK500,FUNDA DE PROTECCION D20/  600,9.419199999999998,30UK500,EUR,UN,0.0
30UK600,PROTECTOR TUERCA M4,0.22329999999999997,30UK600,EUR,UN,0.0
30UL300,PULSADOR VERDE+CONTACTO NA,13.42845,30UL300,EUR,UN,0.0
30UL400,PARO EMERGENCIA+CONTACTO NC,15.224999999999998,30UL400,EUR,UN,0.0
30UL500,CONMUTADOR 2 POS.+CONTACTO NA,3.6742999999999997,30UL500,EUR,UN,0.0
30UM000,"CARRIL 6,00 M",506.6778499999999,30UM000,EUR,UN,0.0
30UM100,"CARRIL 6,00 M",608.5737,30UM100,EUR,UN,0.0
30UM200,RAILES,3958.6014999999993,30UM200,EUR,UN,0.0
30UM300,REFUERZO SOPORTE VERIFICADOR,56.109199999999994,30UM300,EUR,UN,0.0
30UM500,TECHO PEDESTAL VERIFICADOR,98.57679999999999,30UM500,EUR,UN,0.0
30UM600,BASE PEDESTAL VERIFICADOR,97.71404999999999,30UM600,EUR,UN,0.0
30UM900,TECHO ARMARIO VERIFICADOR,78.45949999999999,30UM900,EUR,UN,0.0
30UN000,ELECTROBOMBA 1.8 CV 220V 50HZ,620.7232499999999,30UN000,EUR,UN,0.0
30UN200,BOMBA FLUSHING 0.19KW,299.37424999999996,30UN200,EUR,UN,0.0
30UN262,BOMBA FLUSHING 0.19KW,466.8391,30UN262,EUR,UN,0.0
30UP000,"ELECTROVAL.1/2"" 2/2-24V CA NC",132.237,30UP000,EUR,UN,0.0
30UP300,ELECTROVAL.3/4 2/2-24V CA 50HZ,119.007,30UP300,EUR,UN,0.0
30UP500,PINZA SUJECCION PP D110,15.80355,30UP500,EUR,UN,0.0
30UP600,ELECTROBOMBA 1.1KW ALIMENTAC.,999.0949499999999,30UP600,EUR,UN,0.0
30UP662,ELECTROBOMBA 1.5KW ALIMENTAC.,1068.3382499999998,30UP662,EUR,UN,0.0
30UP700,ELECTROBOMBA 3.0KW ALIMENTAC.,1859.3175999999996,30UP700,EUR,UN,0.0
30UP800,DEPOS.DOBLE PARED 620L GASOLEO,972.0959499999999,30UP800,EUR,UN,0.0
30UP900,SETA DE AIREACION,24.7863,30UP900,EUR,UN,0.0
30UQ000,DISTRIB.2 VIAS DESDE 4026400,364.43575,30UQ000,EUR,UN,0.0
30UQ100,JUNTA CAUCHO ADHES. 20X10X 500,4.9329,30UQ100,EUR,UN,0.0
30UQ200,JUNTA CAUCHO ADHES. 20X10X1360,12.535249999999998,30UQ200,EUR,UN,0.0
30UQ700,"CAJA MANDO ELECTROBOMBA 5,5KW",503.6429999999999,30UQ700,EUR,UN,0.0
30UQ7M62,"CAJA MANDO ELECTROBOMBA 5,5KW",605.7113999999999,30UQ7M62,EUR,UN,0.0
30UQ900,"TUBO FLEXIBLE 3/8""H-H L=2000MM",33.91114999999999,30UQ900,EUR,UN,0.0
30UT400,CASQUILLO SOPORTE BISAGRA,1.5225,30UT400,EUR,UN,0.0
30UU100,"CARTUCHO FILTRO 20""BB-5 MICRAS",29.323349999999998,30UU100,EUR,UN,0.0
30UU500,"MEMBRANA O.I.4040,ALTO RECHAZO",526.1556999999999,30UU500,EUR,UN,0.0
